content_qa_run_id	data_factory_run_id	entry_id	source	part_of_speech	level	decision	ukrainian	qa_reason
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-7b3cb0765f05e7460306	inevitably	adverb	B2	BLOCKED		BLOCKED V4: surface MT candidate does not back-translate to the exact English lexical identity; method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; exact Oxford definition='as is certain to happen'; candidate='неминуче'; reverse='inevitable'; lexical=0.900; candidate_definition_similarity=0.618; reverse_definition_similarity=0.680.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-7ff9e2bdabdf73fcdf4d	infer	verb	B2	BLOCKED		BLOCKED V4: candidate is not predominantly Ukrainian; method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; exact Oxford definition='to reach an opinion or decide that something is true on the basis of information that is available'; candidate='infer'; reverse='infer'; lexical=1.000; candidate_definition_similarity=0.206; reverse_definition_similarity=0.206.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-f0ae610ae73d64453087	inflation	noun	B2	PASS	інфля́ція	PASS V4: concise lexical equivalent; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='a fall in the value of money and a general increase in prices; the rate at which this happens'; candidate='інфля́ція'; reverse='inflation'; lexical=1.000; candidate_definition_similarity=0.573; reverse_definition_similarity=0.571; lexical-form/POS/role/source-grounded checks PASS.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-49955cd8897590e06eb7	info	noun	B2	BLOCKED		BLOCKED V4: candidate is not predominantly Ukrainian; method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; exact Oxford definition='information'; candidate='info'; reverse='info'; lexical=1.000; candidate_definition_similarity=0.951; reverse_definition_similarity=0.951.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-36319883199e948ad332	infrastructure	noun	B2	PASS	інфраструктура	PASS V4: concise lexical equivalent; method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; exact Oxford definition='the basic systems and services that are necessary for a country or an organization to run smoothly, for example buildings, transport and water and power supplies'; candidate='інфраструктура'; reverse='Infrastructure'; lexical=1.000; candidate_definition_similarity=0.472; reverse_definition_similarity=0.448; lexical-form/POS/role/source-grounded checks PASS.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-24da19bb4ce0d5ceeacb	inhabitant	noun	B2	BLOCKED		BLOCKED V4: semantic role mismatch: Oxford definition requires person, reverse candidate looks generic; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='a person or an animal that lives in a particular place'; candidate='ме́шканець'; reverse='Merchant'; lexical=0.444; candidate_definition_similarity=0.436; reverse_definition_similarity=0.302.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-f4321412ab9f41d8e2db	inherit	verb	B2	BLOCKED		BLOCKED V4: Oxford definition requires person role but source/reverse role is not independently person-like (inherit); method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='to receive money, property, etc. from somebody when they die'; candidate='успадко́вувати'; reverse='inherit'; lexical=1.000; candidate_definition_similarity=0.213; reverse_definition_similarity=0.186.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-f6248e466730f68b14a2	ink	noun	B2	PASS	чорнило	PASS V4: concise lexical equivalent; method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; exact Oxford definition='coloured liquid for writing, drawing and printing'; candidate='чорнило'; reverse='ink'; lexical=1.000; candidate_definition_similarity=0.499; reverse_definition_similarity=0.675; lexical-form/POS/role/source-grounded checks PASS.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-5262606cd574af131a21	innovation	noun	B2	PASS	іннова́ція	PASS V4: concise lexical equivalent; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='the introduction of new things, ideas or ways of doing something'; candidate='іннова́ція'; reverse='innovation'; lexical=1.000; candidate_definition_similarity=0.548; reverse_definition_similarity=0.504; lexical-form/POS/role/source-grounded checks PASS.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-bb2305964c87f26f785b	innovative	adjective	B2	PASS	інноваці́йний	PASS V4: concise lexical equivalent; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='introducing or using new ideas, ways of doing something, etc.'; candidate='інноваці́йний'; reverse='Innovative'; lexical=1.000; candidate_definition_similarity=0.479; reverse_definition_similarity=0.476; lexical-form/POS/role/source-grounded checks PASS.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-e1ca54e0e4d0e1a16fac	input	noun	B2	BLOCKED		BLOCKED V4: semantic role mismatch: Oxford definition requires process, reverse candidate looks generic; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='time, knowledge, ideas, etc. that you put into work, a project, etc. in order to make it succeed; the act of putting something in'; candidate='вхід'; reverse='login'; lexical=0.400; candidate_definition_similarity=0.274; reverse_definition_similarity=0.052.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-272fbc928cd10bef3371	insert	verb	B2	BLOCKED		BLOCKED V4: Wiktionary candidate does not back-translate to the exact English lexical identity; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='to put something into something else or between two things'; candidate='вставля́ти'; reverse='inserts'; lexical=1.000; candidate_definition_similarity=0.398; reverse_definition_similarity=0.385.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-5f09fb5782151e5b31f9	inspector	noun	B2	BLOCKED		BLOCKED V4: Wiktionary candidate does not back-translate to the exact English lexical identity; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='an officer of middle rank in the police force'; candidate='контроле́р'; reverse='Controléur'; lexical=0.421; candidate_definition_similarity=0.221; reverse_definition_similarity=0.351.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-057f0fb509e5dcf12e33	installation	noun	B2	BLOCKED		BLOCKED V4: surface MT candidate does not back-translate to the exact English lexical identity; method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; exact Oxford definition='the act of fixing equipment or furniture in position so that it can be used'; candidate='встановлення'; reverse='installing'; lexical=0.818; candidate_definition_similarity=0.375; reverse_definition_similarity=0.137.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-d6cbb323c712ce894586	instant	adjective	B2	BLOCKED		BLOCKED V4: adjective candidate has no plausible Ukrainian adjective morphology; method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; exact Oxford definition='happening immediately'; candidate='миттєво'; reverse='instant'; lexical=1.000; candidate_definition_similarity=0.774; reverse_definition_similarity=0.726.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-badf4a8930fc7d79c357	instantly	adverb	B2	BLOCKED		BLOCKED V4: Wiktionary candidate does not back-translate to the exact English lexical identity; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='immediately'; candidate='за́раз'; reverse='is now'; lexical=0.267; candidate_definition_similarity=0.590; reverse_definition_similarity=0.504.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-c12f00903c72d68024f3	integrate	verb	B2	PASS	інтегрувати	PASS V4: concise lexical equivalent; method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; exact Oxford definition='to combine two or more things so that they work together; to combine with something else in this way'; candidate='інтегрувати'; reverse='integrate'; lexical=1.000; candidate_definition_similarity=0.549; reverse_definition_similarity=0.491; lexical-form/POS/role/source-grounded checks PASS.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-c6ed2c694d610997a7df	intellectual	adjective	B2	BLOCKED		BLOCKED V4: Oxford definition requires person role but source/reverse role is not independently person-like (intellectual); method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; exact Oxford definition='connected with or using a person’s ability to think in a logical way and understand things'; candidate='інтелектуальний'; reverse='intellectual'; lexical=1.000; candidate_definition_similarity=0.511; reverse_definition_similarity=0.420.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-c54f9279e34437f21931	interact	verb	B2	BLOCKED		BLOCKED V4: semantic role mismatch: Oxford definition requires person, reverse candidate looks process; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='to communicate with somebody, especially while you work, play or spend time with them'; candidate='взаємоді́яти'; reverse='Collision'; lexical=0.235; candidate_definition_similarity=0.534; reverse_definition_similarity=0.004.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-dadeebf8bd921477bf3b	interaction	noun	B2	BLOCKED		BLOCKED V4: semantic role mismatch: Oxford definition requires person, reverse candidate looks process; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='the act of communicating with somebody, especially while you work, play or spend time with them'; candidate='спілкува́ння'; reverse='Communication'; lexical=0.500; candidate_definition_similarity=0.673; reverse_definition_similarity=0.576.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-4f4fbda46ce05ce575f1	interpretation	noun	B2	PASS	інтерпрета́ція	PASS V4: concise lexical equivalent; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='the particular way in which something is understood or explained'; candidate='інтерпрета́ція'; reverse='interpretation'; lexical=1.000; candidate_definition_similarity=0.568; reverse_definition_similarity=0.629; lexical-form/POS/role/source-grounded checks PASS.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-23f96e4f7e768533f9e1	interval	noun	B2	PASS	інтервал	PASS V4: concise lexical equivalent; method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; exact Oxford definition='a period of time between two events'; candidate='інтервал'; reverse='interval'; lexical=1.000; candidate_definition_similarity=0.641; reverse_definition_similarity=0.574; lexical-form/POS/role/source-grounded checks PASS.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-67085d75a6593c5849c3	invade	verb	B2	BLOCKED		BLOCKED V4: semantic role mismatch: Oxford definition requires place, reverse candidate looks process; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='to enter a country, town, etc. using military force in order to take control of it'; candidate='вдира́тися'; reverse='taking part'; lexical=0.353; candidate_definition_similarity=0.249; reverse_definition_similarity=0.315.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-d20215e9e0ba29c2222f	invasion	noun	B2	PASS	вторгнення	PASS V4: concise lexical equivalent; method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; exact Oxford definition='the act of an army entering another country by force in order to take control of it'; candidate='вторгнення'; reverse='invasion'; lexical=1.000; candidate_definition_similarity=0.618; reverse_definition_similarity=0.532; lexical-form/POS/role/source-grounded checks PASS.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-5ec2e0bf7bd7159c4fa2	investor	noun	B2	BLOCKED		BLOCKED V4: Wiktionary lexical candidate lacks two-sided exact-definition support; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='a person or an organization that invests money in something'; candidate='інве́стор'; reverse='investor'; lexical=1.000; candidate_definition_similarity=0.305; reverse_definition_similarity=0.567.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-68dfdd415bb302e71b0a	isolate	verb	B2	BLOCKED		BLOCKED V4: semantic role mismatch: Oxford definition requires person, reverse candidate looks generic; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='to separate somebody/something physically or socially from other people or things'; candidate='ізолюва́ти'; reverse='Isolavats'; lexical=0.750; candidate_definition_similarity=0.275; reverse_definition_similarity=0.284.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-b7446723645accf54c52	isolated	adjective	B2	BLOCKED		BLOCKED V4: surface MT candidate lacks two-sided exact-definition support; method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; exact Oxford definition='far away from any others'; candidate='ізольований'; reverse='isolated'; lexical=1.000; candidate_definition_similarity=0.416; reverse_definition_similarity=0.280.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-2bdd3cdbe3b5841b8f62	jail	noun	B2	BLOCKED		"BLOCKED V4: Oxford definition text not found at exact definition path; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition=''; candidate=""в'язни́ця""; reverse='prisoner'; lexical=0.167; candidate_definition_similarity=0.504; reverse_definition_similarity=0.390."
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-031f0c28f6bfce2b6e15	jail	verb	B2	BLOCKED		"BLOCKED V4: verb candidate is not an appropriate Ukrainian infinitive/verb phrase; method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; exact Oxford definition='to put somebody in prison'; candidate=""в'язниця""; reverse='prison'; lexical=0.200; candidate_definition_similarity=0.770; reverse_definition_similarity=0.753."
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-fb7375e0f3874e5647c5	jet	noun	B2	PASS	реактивний літак	PASS V4: concise lexical equivalent; method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; exact Oxford definition='a plane driven by jet engines'; candidate='реактивний літак'; reverse='A jet plane'; lexical=1.000; candidate_definition_similarity=0.746; reverse_definition_similarity=0.874; lexical-form/POS/role/source-grounded checks PASS.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-70c5c8f51acbab122f67	joint	adjective	B2	BLOCKED		"BLOCKED V4: Wiktionary candidate does not back-translate to the exact English lexical identity; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='involving two or more people together'; candidate=""об'єднаний""; reverse='merged'; lexical=0.000; candidate_definition_similarity=0.408; reverse_definition_similarity=0.286."
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-dd96500677d3ca51e52e	joint	noun	B2	BLOCKED		BLOCKED V4: semantic role mismatch: Oxford definition requires place, reverse candidate looks process; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='a place where two bones are joined together in the body in a way that enables them to bend and move'; candidate='скру́тка'; reverse='liding'; lexical=0.364; candidate_definition_similarity=0.411; reverse_definition_similarity=0.297.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-2f08ca6f381da258e455	journalism	noun	B2	PASS	журналі́стика	PASS V4: concise lexical equivalent; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='the work of collecting and writing news stories for newspapers, magazines, radio, television or online news sites; the news stories that are written'; candidate='журналі́стика'; reverse='journalism'; lexical=1.000; candidate_definition_similarity=0.484; reverse_definition_similarity=0.717; lexical-form/POS/role/source-grounded checks PASS.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-daa9b791eff027caf0b2	jury	noun	B2	BLOCKED		BLOCKED V4: semantic role mismatch: Oxford definition requires person, reverse candidate looks generic; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='a group of members of the public who listen to the facts of a case in a court and decide whether or not somebody is guilty of a crime, or whether a claim has been proved'; candidate='суд прися́жних'; reverse='The Judgment of the Conscientious'; lexical=0.108; candidate_definition_similarity=0.518; reverse_definition_similarity=0.414.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-11266ab8c09eb5c57402	kit	noun	B2	BLOCKED		BLOCKED V4: surface MT candidate lacks two-sided exact-definition support; method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; exact Oxford definition='a set of tools or equipment that you use for a particular purpose'; candidate='аптечка'; reverse='first - aid kit'; lexical=1.000; candidate_definition_similarity=0.298; reverse_definition_similarity=0.397.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-c3113232c1fb2e5bbaa0	ladder	noun	B2	BLOCKED		"BLOCKED V4: semantic role mismatch: Oxford definition requires place, reverse candidate looks generic; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='a piece of equipment for climbing up and down a wall, the side of a building, etc., consisting of two lengths of wood or metal that are joined together by steps or rungs'; candidate=""стрем'я́нка""; reverse='vertebrae'; lexical=0.267; candidate_definition_similarity=0.187; reverse_definition_similarity=0.282."
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-a218d28b896b2bdb62f8	landing	noun	B2	PASS	приземлення	PASS V4: concise lexical equivalent; method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; exact Oxford definition='an act of bringing an aircraft or a spacecraft down to the ground after a journey'; candidate='приземлення'; reverse='landing'; lexical=1.000; candidate_definition_similarity=0.669; reverse_definition_similarity=0.592; lexical-form/POS/role/source-grounded checks PASS.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-b9a7aa2033cb2e0c7400	lane	noun	B2	BLOCKED		BLOCKED V4: semantic role mismatch: Oxford definition requires place, reverse candidate looks generic; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='a narrow road in the country'; candidate='прову́лок'; reverse='alleys'; lexical=0.400; candidate_definition_similarity=0.377; reverse_definition_similarity=0.375.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-c1b92733baa2264f3999	lately	adverb	B2	BLOCKED		BLOCKED V4: multiword adverb candidate is not an adverbial phrase; method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; exact Oxford definition='recently; in the recent past'; candidate='останнім часом'; reverse='recently'; lexical=0.429; candidate_definition_similarity=0.821; reverse_definition_similarity=0.848.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-e7ea035601a37a9a4722	leaflet	noun	B2	BLOCKED		BLOCKED V4: Wiktionary candidate does not back-translate to the exact English lexical identity; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='a printed sheet of paper or a few printed pages that are given free to advertise or give information about something'; candidate='листі́вка'; reverse='Leave'; lexical=0.667; candidate_definition_similarity=0.222; reverse_definition_similarity=0.110.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-717eebb531c2bbf433f9	legend	noun	B2	PASS	легенда	PASS V4: concise lexical equivalent; method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; exact Oxford definition='a story from ancient times about people and events, that may or may not be true; this type of story'; candidate='легенда'; reverse='legend'; lexical=1.000; candidate_definition_similarity=0.585; reverse_definition_similarity=0.541; lexical-form/POS/role/source-grounded checks PASS.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-ffb8e573cf446633d5cb	lens	noun	B2	BLOCKED		"BLOCKED V4: noun candidate is verbal; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='a curved piece of glass or plastic that makes things look larger, smaller or clearer when you look through it'; candidate=""об'єкти́в""; reverse='lens'; lexical=1.000; candidate_definition_similarity=0.288; reverse_definition_similarity=0.478."
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-51bc5ea8a66b539c5223	lifetime	noun	B2	BLOCKED		BLOCKED V4: semantic role mismatch: Oxford definition requires person, reverse candidate looks generic; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='the length of time that somebody lives or that something lasts'; candidate='вік'; reverse='age'; lexical=0.182; candidate_definition_similarity=0.481; reverse_definition_similarity=0.399.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-a3a2e9e256bd13e3e541	lighting	noun	B2	BLOCKED		BLOCKED V4: semantic role mismatch: Oxford definition requires place, reverse candidate looks process; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='the arrangement or type of light in a place'; candidate='ілюміна́ція'; reverse='illusion'; lexical=0.375; candidate_definition_similarity=0.390; reverse_definition_similarity=0.429.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-328c1d56fad5d18c8f23	likewise	adverb	B2	BLOCKED		BLOCKED V4: multiword adverb candidate is not an adverbial phrase; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='the same; in a similar way'; candidate='аналогі́чно'; reverse='Analogic'; lexical=0.250; candidate_definition_similarity=0.659; reverse_definition_similarity=0.493.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-fdce7e0032ae59989c61	limitation	noun	B2	BLOCKED		BLOCKED V4: semantic role mismatch: Oxford definition requires person, reverse candidate looks generic; method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; exact Oxford definition='the act or process of limiting or controlling somebody/something'; candidate='Обмеження'; reverse='Limits'; lexical=0.625; candidate_definition_similarity=0.516; reverse_definition_similarity=0.423.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-112880a33f9d8e34a9b3	literally	adverb	B2	PASS	буквально	PASS V4: concise lexical equivalent; method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; exact Oxford definition='in a literal way'; candidate='буквально'; reverse='literally'; lexical=1.000; candidate_definition_similarity=0.780; reverse_definition_similarity=0.770; lexical-form/POS/role/source-grounded checks PASS.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-9eabcb2d708b14389152	literary	adjective	B2	PASS	літературна	PASS V4: concise lexical equivalent; method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; exact Oxford definition='connected with literature'; candidate='літературна'; reverse='literary'; lexical=1.000; candidate_definition_similarity=0.807; reverse_definition_similarity=0.776; lexical-form/POS/role/source-grounded checks PASS.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-ef0b492c57cfb957db02	litre	noun	B2	BLOCKED		BLOCKED V4: Wiktionary candidate does not back-translate to the exact English lexical identity; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='a unit for measuring volume, equal to 1.76 British pints or 2.11 American pints'; candidate='літр'; reverse='liter'; lexical=0.800; candidate_definition_similarity=0.251; reverse_definition_similarity=0.404.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-772478c07738c9ee4fbc	litter	noun	B2	BLOCKED		BLOCKED V4: Wiktionary candidate does not back-translate to the exact English lexical identity; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='small pieces of rubbish such as paper, cans and bottles, that people have left lying in a public place'; candidate='паланкі́н'; reverse='palan·kiʹ'; lexical=0.286; candidate_definition_similarity=0.234; reverse_definition_similarity=0.211.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-88df5e9d39518566d1f6	logo	noun	B2	BLOCKED		BLOCKED V4: noun candidate is verbal; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='a printed design or symbol that a company or an organization uses as its special sign'; candidate='логоти́п'; reverse='loho·tipʹ'; lexical=0.500; candidate_definition_similarity=0.445; reverse_definition_similarity=0.378.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-a7622314f2c3bb2b4d35	lottery	noun	B2	BLOCKED		BLOCKED V4: Oxford definition requires person role but source/reverse role is not independently person-like (lottery); method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='a way of raising money for a government, charity, etc. by selling tickets that have different numbers on them that people have chosen. Numbers are then chosen by chance and the people who have those numbers on their tickets win prizes.'; candidate='лотере́я'; reverse='Lottery'; lexical=1.000; candidate_definition_similarity=0.481; reverse_definition_similarity=0.594.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-b23be88bc8ebf7098db0	loyal	adjective	B2	BLOCKED		BLOCKED V4: semantic role mismatch: Oxford definition requires person, reverse candidate looks generic; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='remaining constant in your support of somebody/something'; candidate='лоя́льний'; reverse='lo'; lexical=1.000; candidate_definition_similarity=0.475; reverse_definition_similarity=0.291.
