entry_id	source	part_of_speech	level	user_ukrainian	prior_v7_ukrainian	prior_v7_present	action
ox5000-be988b1dff39f57ff813	index	noun	B2	індекс		no	activate_user_tail_identity
ox5000-cc1a0296595578e3be05	indication	noun	B2	ознака; вказівка		no	activate_user_tail_identity
ox5000-06646a689dd3273e1c93	inevitable	adjective	B2	неминучий		no	activate_user_tail_identity
ox5000-7b3cb0765f05e7460306	inevitably	adverb	B2	неминуче		no	activate_user_tail_identity
ox5000-7ff9e2bdabdf73fcdf4d	infer	verb	B2	робити висновок		no	activate_user_tail_identity
ox5000-f0ae610ae73d64453087	inflation	noun	B2	інфляція		no	activate_user_tail_identity
ox5000-49955cd8897590e06eb7	info	noun	B2	інформація		no	activate_user_tail_identity
ox5000-36319883199e948ad332	infrastructure	noun	B2	інфраструктура		no	activate_user_tail_identity
ox5000-24da19bb4ce0d5ceeacb	inhabitant	noun	B2	мешканець		no	activate_user_tail_identity
ox5000-f4321412ab9f41d8e2db	inherit	verb	B2	успадковувати		no	activate_user_tail_identity
ox5000-f6248e466730f68b14a2	ink	noun	B2	чорнило		no	activate_user_tail_identity
ox5000-5262606cd574af131a21	innovation	noun	B2	інновація		no	activate_user_tail_identity
ox5000-bb2305964c87f26f785b	innovative	adjective	B2	інноваційний		no	activate_user_tail_identity
ox5000-e1ca54e0e4d0e1a16fac	input	noun	B2	внесок; вхідні дані		no	activate_user_tail_identity
ox5000-272fbc928cd10bef3371	insert	verb	B2	вставляти		no	activate_user_tail_identity
ox5000-5f09fb5782151e5b31f9	inspector	noun	B2	інспектор		no	activate_user_tail_identity
ox5000-057f0fb509e5dcf12e33	installation	noun	B2	встановлення		no	activate_user_tail_identity
ox5000-d6cbb323c712ce894586	instant	adjective	B2	миттєвий		no	activate_user_tail_identity
ox5000-badf4a8930fc7d79c357	instantly	adverb	B2	миттєво		no	activate_user_tail_identity
ox5000-c12f00903c72d68024f3	integrate	verb	B2	інтегрувати		no	activate_user_tail_identity
ox5000-c6ed2c694d610997a7df	intellectual	adjective	B2	інтелектуальний		no	activate_user_tail_identity
ox5000-c54f9279e34437f21931	interact	verb	B2	взаємодіяти		no	activate_user_tail_identity
ox5000-dadeebf8bd921477bf3b	interaction	noun	B2	взаємодія		no	activate_user_tail_identity
ox5000-4f4fbda46ce05ce575f1	interpretation	noun	B2	тлумачення		no	activate_user_tail_identity
ox5000-23f96e4f7e768533f9e1	interval	noun	B2	інтервал		no	activate_user_tail_identity
ox5000-67085d75a6593c5849c3	invade	verb	B2	вторгатися		no	activate_user_tail_identity
ox5000-d20215e9e0ba29c2222f	invasion	noun	B2	вторгнення		no	activate_user_tail_identity
ox5000-5ec2e0bf7bd7159c4fa2	investor	noun	B2	інвестор		no	activate_user_tail_identity
ox5000-68dfdd415bb302e71b0a	isolate	verb	B2	ізолювати		no	activate_user_tail_identity
ox5000-b7446723645accf54c52	isolated	adjective	B2	ізольований		no	activate_user_tail_identity
ox5000-2bdd3cdbe3b5841b8f62	jail	noun	B2	в'язниця		no	activate_user_tail_identity
ox5000-031f0c28f6bfce2b6e15	jail	verb	B2	ув'язнювати		no	activate_user_tail_identity
ox5000-fb7375e0f3874e5647c5	jet	noun	B2	реактивний літак		no	activate_user_tail_identity
ox5000-70c5c8f51acbab122f67	joint	adjective	B2	спільний		no	activate_user_tail_identity
ox5000-dd96500677d3ca51e52e	joint	noun	B2	суглоб; з'єднання		no	activate_user_tail_identity
ox5000-2f08ca6f381da258e455	journalism	noun	B2	журналістика		no	activate_user_tail_identity
ox5000-daa9b791eff027caf0b2	jury	noun	B2	присяжні		no	activate_user_tail_identity
ox5000-11266ab8c09eb5c57402	kit	noun	B2	набір		no	activate_user_tail_identity
ox5000-c3113232c1fb2e5bbaa0	ladder	noun	B2	драбина		no	activate_user_tail_identity
ox5000-a218d28b896b2bdb62f8	landing	noun	B2	посадка		no	activate_user_tail_identity
ox5000-b9a7aa2033cb2e0c7400	lane	noun	B2	смуга		no	activate_user_tail_identity
ox5000-c1b92733baa2264f3999	lately	adverb	B2	останнім часом		no	activate_user_tail_identity
ox5000-e7ea035601a37a9a4722	leaflet	noun	B2	листівка		no	activate_user_tail_identity
ox5000-717eebb531c2bbf433f9	legend	noun	B2	легенда		no	activate_user_tail_identity
ox5000-ffb8e573cf446633d5cb	lens	noun	B2	лінза		no	activate_user_tail_identity
ox5000-51bc5ea8a66b539c5223	lifetime	noun	B2	тривалість життя		no	activate_user_tail_identity
ox5000-a3a2e9e256bd13e3e541	lighting	noun	B2	освітлення		no	activate_user_tail_identity
ox5000-328c1d56fad5d18c8f23	likewise	adverb	B2	так само		no	activate_user_tail_identity
ox5000-fdce7e0032ae59989c61	limitation	noun	B2	обмеження		no	activate_user_tail_identity
ox5000-112880a33f9d8e34a9b3	literally	adverb	B2	буквально		no	activate_user_tail_identity
ox5000-9eabcb2d708b14389152	literary	adjective	B2	літературний		no	activate_user_tail_identity
ox5000-ef0b492c57cfb957db02	litre	noun	B2	літр		no	activate_user_tail_identity
ox5000-772478c07738c9ee4fbc	litter	noun	B2	сміття		no	activate_user_tail_identity
ox5000-88df5e9d39518566d1f6	logo	noun	B2	логотип		no	activate_user_tail_identity
ox5000-a7622314f2c3bb2b4d35	lottery	noun	B2	лотерея		no	activate_user_tail_identity
ox5000-b23be88bc8ebf7098db0	loyal	adjective	B2	відданий		no	activate_user_tail_identity
ox5000-5ffdbbd8fd821d1622a7	lyric	noun	B2	текст пісні		no	activate_user_tail_identity
ox5000-3e0bca958a799ee3c3b2	magnificent	adjective	B2	величний		no	activate_user_tail_identity
ox5000-6c870370430f84ac75d1	make-up	noun	B2	макіяж		no	activate_user_tail_identity
ox5000-e01fe6e6100e610146cf	making	noun	B2	створення		no	activate_user_tail_identity
ox5000-1dbbc1fd29bbf32a3e10	manufacture	verb	B2	виробляти		no	activate_user_tail_identity
ox5000-9c59e86010b806d83fec	manufacturing	noun	B2	виробництво		no	activate_user_tail_identity
ox5000-3b407a089918c14984a8	marathon	noun	B2	марафон		no	activate_user_tail_identity
ox5000-edc3408926156df88b49	margin	noun	B2	межа; поля		no	activate_user_tail_identity
ox5000-84fa239e44c4093c7cfe	marker	noun	B2	маркер		no	activate_user_tail_identity
ox5000-d86503c48a8e8690c121	martial	adjective	B2	військовий		no	activate_user_tail_identity
ox5000-79019916bd7e8a187527	mate	noun	B2	товариш; партнер		no	activate_user_tail_identity
ox5000-803233f8756ba059a15c	mate	verb	B2	спаровуватися		no	activate_user_tail_identity
ox5000-9eb52d5916fd39ec8a75	mayor	noun	B2	мер		no	activate_user_tail_identity
ox5000-30593521f63578f24f57	mechanic	noun	B2	механік		no	activate_user_tail_identity
ox5000-bc744c53b635188752ff	mechanical	adjective	B2	механічний		no	activate_user_tail_identity
ox5000-feb14135e748e0ec9422	mechanism	noun	B2	механізм		no	activate_user_tail_identity
ox5000-aafc6f9c171aa1d3e4ab	medal	noun	B2	медаль		no	activate_user_tail_identity
ox5000-885e13683538fe87553d	medication	noun	B2	ліки; медикаментозне лікування		no	activate_user_tail_identity
ox5000-6ecd6860e0bf3c45ceec	membership	noun	B2	членство		no	activate_user_tail_identity
ox5000-88c7868cbefd07d53bac	memorable	adjective	B2	пам'ятний		no	activate_user_tail_identity
ox5000-a0b66ab8c1eda0867006	metaphor	noun	B2	метафора		no	activate_user_tail_identity
ox5000-986de09a91776341ea71	miner	noun	B2	шахтар		no	activate_user_tail_identity
ox5000-d5da00c3d1c99d2ce05a	miserable	adjective	B2	нещасний		no	activate_user_tail_identity
ox5000-c7c8003562442221d355	mode	noun	B2	режим		no	activate_user_tail_identity
ox5000-1c1409a8020c89e8377e	modest	adjective	B2	скромний		no	activate_user_tail_identity
ox5000-22e3da986f5cef99f6ae	monster	noun	B2	монстр		no	activate_user_tail_identity
ox5000-06cb5472f60a2edbcf2b	monthly	adjective	B2	щомісячний		no	activate_user_tail_identity
ox5000-625446803ce6f0d5cf1a	monument	noun	B2	пам'ятник		no	activate_user_tail_identity
ox5000-88734672e90f2e89d10b	moreover	adverb	B2	крім того		no	activate_user_tail_identity
ox5000-8bc8e2f1c11fbf198d37	mortgage	noun	B2	іпотека		no	activate_user_tail_identity
ox5000-35c00beb3d8396332a3a	mosque	noun	B2	мечеть	мечеть	yes	replace_v7_with_user_value
ox5000-85ff0bace6a2ff8b3896	motion	noun	B2	рух		no	activate_user_tail_identity
ox5000-15358dfd67542bac5588	motivate	verb	B2	мотивувати		no	activate_user_tail_identity
ox5000-636c6bf1b2aeff69bbd1	motivation	noun	B2	мотивація		no	activate_user_tail_identity
ox5000-98811a8ef5eeb939e28e	moving	adjective	B2	зворушливий		no	activate_user_tail_identity
ox5000-badee9d8f307959df126	ongoing	adjective	B2	триваючий		no	activate_user_tail_identity
ox5000-2f6f191c073dce6857c8	openly	adverb	B2	відкрито		no	activate_user_tail_identity
ox5000-3b99ee42b5cd8d914754	opera	noun	B2	опера		no	activate_user_tail_identity
ox5000-bb16b4d78505cc19a95b	operator	noun	B2	оператор	оператор	yes	replace_v7_with_user_value
ox5000-019a4aa3fdffda49fc88	optimistic	adjective	B2	оптимістичний		no	activate_user_tail_identity
ox5000-35b1a402b7c754fe5305	orchestra	noun	B2	оркестр		no	activate_user_tail_identity
ox5000-b4389a2bac4330cc53ad	organic	adjective	B2	органічний		no	activate_user_tail_identity
ox5000-e588b4bfc5ae52073336	outfit	noun	B2	вбрання		no	activate_user_tail_identity
ox5000-8d38d3d7d5e03f2abaae	output	noun	B2	результат; вихідні дані		no	activate_user_tail_identity
ox5000-9884417c4c0fe5bde7b6	outstanding	adjective	B2	видатний		no	activate_user_tail_identity
ox5000-021eeabab2a596d30a62	overcome	verb	B2	подолати		no	activate_user_tail_identity
ox5000-1167b9a5705478ca1c8f	overnight	adverb	B2	за ніч		no	activate_user_tail_identity
ox5000-a93b7e958b34078785e0	overseas	adjective	B2	закордонний		no	activate_user_tail_identity
ox5000-14a1cc720a6156b2bef8	overseas	adverb	B2	за кордоном		no	activate_user_tail_identity
ox5000-875ac29835bedd3f8fe9	ownership	noun	B2	власність; право власності		no	activate_user_tail_identity
ox5000-4ad6c70bffbabb30bef5	oxygen	noun	B2	кисень		no	activate_user_tail_identity
ox5000-ebd3aca4366331cbbecb	packet	noun	B2	пакет		no	activate_user_tail_identity
ox5000-30fd4723cd451189f603	palm	noun	B2	долоня		no	activate_user_tail_identity
ox5000-d10729e289ea7b28417a	panic	noun	B2	паніка		no	activate_user_tail_identity
ox5000-7a6e9f9445697c021a81	parade	noun	B2	парад		no	activate_user_tail_identity
ox5000-fd6ca5be73f93fb3556b	parallel	adjective	B2	паралельний		no	activate_user_tail_identity
ox5000-7ebeea756d3860dfe0d4	parallel	noun	B2	паралель		no	activate_user_tail_identity
ox5000-9a69ec83b0e36255adb9	part-time	adjective	B2	неповний робочий день		no	activate_user_tail_identity
ox5000-2cbeb1855517af42f649	participation	noun	B2	участь		no	activate_user_tail_identity
ox5000-e99d3a619738b2e246d6	partnership	noun	B2	партнерство		no	activate_user_tail_identity
ox5000-311fd2e67b591781d96e	passionate	adjective	B2	пристрасний		no	activate_user_tail_identity
ox5000-6d4a81e66902a45caa21	passive	adjective	C1	пасивний		no	activate_user_tail_identity
ox5000-e998bda7a717be49bec6	password	noun	B2	пароль		no	activate_user_tail_identity
ox5000-d11dcce3a28b447255da	pastor	noun	C1	пастор		no	activate_user_tail_identity
ox5000-9a43f8a85ef922837b3c	patch	noun	C1	латка; ділянка		no	activate_user_tail_identity
ox5000-5af766941fb0ffd07856	patent	noun	C1	патент		no	activate_user_tail_identity
ox5000-9c211817fb234e7e024f	pathway	noun	C1	шлях		no	activate_user_tail_identity
ox5000-feac7d068345b41bf9b8	patience	noun	B2	терпіння		no	activate_user_tail_identity
ox5000-8b10bfc43d80bd6a1b1e	patrol	noun	C1	патруль		no	activate_user_tail_identity
ox5000-33ef55c0137f6d5d734c	patrol	verb	C1	патрулювати		no	activate_user_tail_identity
ox5000-0c74f2ed819a03c75dcc	patron	noun	C1	покровитель; клієнт		no	activate_user_tail_identity
ox5000-5bf6bb98b0aa6e88e25d	pause	noun	B2	пауза		no	activate_user_tail_identity
ox5000-b65a62db9abd8eef3cff	pause	verb	B2	робити паузу		no	activate_user_tail_identity
ox5000-9a85f61c8b8cc997a0b0	peak	noun	C1	вершина; пік		no	activate_user_tail_identity
ox5000-8a40036adfd1df61e55e	peasant	noun	C1	селянин		no	activate_user_tail_identity
ox5000-35de66642784aeeb9ee5	peculiar	adjective	C1	своєрідний; дивний		no	activate_user_tail_identity
ox5000-781a985da79bb4af5cdf	peer	noun	B2	ровесник; колега		no	activate_user_tail_identity
ox5000-2cb6429f8e617379c52e	penalty	noun	B2	штраф; покарання		no	activate_user_tail_identity
ox5000-99e9d2cc172cc5434f56	perceive	verb	B2	сприймати		no	activate_user_tail_identity
ox5000-d74d8ec5476e2ae9ebb7	perception	noun	B2	сприйняття		no	activate_user_tail_identity
ox5000-3532569e450a869942b8	permanently	adverb	B2	постійно		no	activate_user_tail_identity
ox5000-9f15b17f09337ac45081	persist	verb	C1	наполягати; зберігатися		no	activate_user_tail_identity
ox5000-a7b952c88c032e59859f	persistent	adjective	C1	наполегливий; стійкий		no	activate_user_tail_identity
ox5000-eb9457a81d9f62a179b8	personnel	noun	C1	персонал		no	activate_user_tail_identity
ox5000-b491a88f6456bbb0cfb8	petition	noun	C1	петиція		no	activate_user_tail_identity
ox5000-97e75b56a14dcea93cd6	philosopher	noun	C1	філософ		no	activate_user_tail_identity
ox5000-4ed777656d24b1976443	philosophical	adjective	C1	філософський	філософський	yes	replace_v7_with_user_value
ox5000-7f50e5d4ea8b939bb645	physician	noun	C1	лікар		no	activate_user_tail_identity
ox5000-3f779a09de200359c0e7	pill	noun	B2	таблетка		no	activate_user_tail_identity
ox5000-4d12a2450049f476f743	pioneer	noun	C1	піонер; першопроходець		no	activate_user_tail_identity
ox5000-a69f31481890fe668be4	pioneer	verb	C1	започатковувати		no	activate_user_tail_identity
ox5000-aa936da664ebf419cd8b	pipeline	noun	C1	трубопровід		no	activate_user_tail_identity
ox5000-0dd6137a2f1a6a9a12e6	pirate	noun	C1	пірат		no	activate_user_tail_identity
ox5000-69c6a831bfe7dfdfa3dd	pit	noun	C1	яма		no	activate_user_tail_identity
ox5000-d150b012b581766179eb	pity	noun	B2	жаль		no	activate_user_tail_identity
ox5000-714d19b7df6bf047fb12	placement	noun	B2	розміщення		no	activate_user_tail_identity
ox5000-160c8d7d475bdeee5fa4	plea	noun	C1	прохання; заява		no	activate_user_tail_identity
ox5000-da6c1e1198461773e1dc	plead	verb	C1	благати; заявляти у суді		no	activate_user_tail_identity
ox5000-83df4ff41fec9e689188	pledge	noun	C1	обіцянка		no	activate_user_tail_identity
ox5000-f7ec77c63ef59898cba2	pledge	verb	C1	обіцяти		no	activate_user_tail_identity
ox5000-f363b0d81ea651cb2c6a	plug	noun	C1	штекер; пробка		no	activate_user_tail_identity
ox5000-30f8b5e2f3659b82af9e	plug	verb	C1	підключати; затикати		no	activate_user_tail_identity
ox5000-a2a56181aff99fea04b0	plunge	verb	C1	занурюватися		no	activate_user_tail_identity
ox5000-ec99e1e8c7830791d513	pole	noun	C1	стовп; полюс		no	activate_user_tail_identity
ox5000-63da2a1947e89c7e3bbd	poll	noun	C1	опитування		no	activate_user_tail_identity
ox5000-14f031faff13a37dc5da	pond	noun	C1	ставок		no	activate_user_tail_identity
ox5000-a56bffc14b7623ca92d5	pop	verb	C1	луснути; вискочити		no	activate_user_tail_identity
ox5000-e8093e2d8ad2399dab1e	portfolio	noun	C1	портфоліо		no	activate_user_tail_identity
ox5000-61157023f5c6f7cae979	portion	noun	B2	частина; порція		no	activate_user_tail_identity
ox5000-56711d8b015a24df31cf	portray	verb	C1	зображати		no	activate_user_tail_identity
ox5000-c15e293b147fe2223274	post-war	adjective	C1	повоєнний		no	activate_user_tail_identity
ox5000-f68f5a29d94b8b03690e	postpone	verb	C1	відкладати		no	activate_user_tail_identity
ox5000-711718c5c7cfed4346b5	potentially	adverb	B2	потенційно		no	activate_user_tail_identity
ox5000-beb52a5555437b39995b	practitioner	noun	C1	практик; фахівець		no	activate_user_tail_identity
ox5000-74daeda551245ecd75df	preach	verb	C1	проповідувати		no	activate_user_tail_identity
ox5000-9a62e37d0085deb94e17	precede	verb	B2	передувати		no	activate_user_tail_identity
ox5000-9ea970eafe26ff604aa5	precedent	noun	C1	прецедент		no	activate_user_tail_identity
ox5000-09b263abf182e4e60c79	precious	adjective	B2	дорогоцінний		no	activate_user_tail_identity
ox5000-366987964a8ab382bc33	precise	adjective	B2	точний		no	activate_user_tail_identity
ox5000-07a37e93b46b0272d38d	precisely	adverb	B2	точно		no	activate_user_tail_identity
ox5000-e79d85a69185862ee9d0	precision	noun	C1	точність		no	activate_user_tail_identity
ox5000-0c69381b3616424379da	predator	noun	C1	хижак		no	activate_user_tail_identity
ox5000-2dca3be5c1eb81910a5e	predecessor	noun	C1	попередник		no	activate_user_tail_identity
ox5000-0075e875d49c550e0129	predictable	adjective	B2	передбачуваний		no	activate_user_tail_identity
ox5000-8ab5d933d24fc645f982	predominantly	adverb	C1	переважно		no	activate_user_tail_identity
ox5000-f3c417c667c17aef688f	preference	noun	B2	перевага; уподобання		no	activate_user_tail_identity
ox5000-1d0e11bac57e7f23988b	pregnancy	noun	C1	вагітність		no	activate_user_tail_identity
ox5000-8ac0c5af2413dbb6d70d	prejudice	noun	C1	упередження		no	activate_user_tail_identity
ox5000-3db493fbc047bbb130b0	preliminary	adjective	C1	попередній		no	activate_user_tail_identity
ox5000-0d4c9a47753a14c4905c	premier	adjective	C1	головний; провідний		no	activate_user_tail_identity
ox5000-16a18c346465b0809338	premise	noun	C1	передумова		no	activate_user_tail_identity
ox5000-dd232a1e434e044d510f	premium	noun	C1	премія; надбавка		no	activate_user_tail_identity
ox5000-d056bc62812b9372974f	prescribe	verb	C1	призначати		no	activate_user_tail_identity
ox5000-348b91b4e7de9e998ca1	prescription	noun	C1	рецепт		no	activate_user_tail_identity
ox5000-3b9665fac679b54735b9	presently	adverb	C1	наразі		no	activate_user_tail_identity
ox5000-4a1e89ce5360f3ea74a0	preservation	noun	C1	збереження		no	activate_user_tail_identity
ox5000-15097a8cdb577f28ab80	preside	verb	C1	головувати		no	activate_user_tail_identity
ox5000-626708635e9ca62f55fd	presidency	noun	C1	президентство		no	activate_user_tail_identity
ox5000-304888d5b3b34cdf8f1a	presidential	adjective	C1	президентський		no	activate_user_tail_identity
ox5000-b149024523e283a89471	prestigious	adjective	C1	престижний		no	activate_user_tail_identity
ox5000-abfa3a9d7dde6c0b639b	presumably	adverb	C1	ймовірно		no	activate_user_tail_identity
ox5000-0de61af433bd2562aabd	presume	verb	C1	припускати		no	activate_user_tail_identity
ox5000-fb17dd90d15283541768	prevail	verb	C1	переважати; перемагати		no	activate_user_tail_identity
ox5000-720fe693d139db569134	prevalence	noun	C1	поширеність		no	activate_user_tail_identity
ox5000-83688944d1f5d4e61640	prevention	noun	C1	запобігання		no	activate_user_tail_identity
ox5000-770257e1113a4e67d77a	prey	noun	C1	здобич		no	activate_user_tail_identity
ox5000-30d651fc921ad00b63ae	pride	noun	B2	гордість		no	activate_user_tail_identity
ox5000-c89fe72ec539245bc6d4	primarily	adverb	B2	насамперед		no	activate_user_tail_identity
ox5000-451ecb3cefa2fed9058c	principal	adjective	B2	головний	головний	yes	replace_v7_with_user_value
ox5000-ad4ef8e9f1d30f7387b6	principal	noun	C1	директор; керівник		no	activate_user_tail_identity
ox5000-68462507f2904d5c48d2	prior	adjective	B2	попередній		no	activate_user_tail_identity
ox5000-735d2fc0c5365227caa0	privatization	noun	C1	приватизація		no	activate_user_tail_identity
ox5000-206be67da166f791b624	privilege	noun	C1	привілей		no	activate_user_tail_identity
ox5000-3f480e4f3cad8f3e7633	probability	noun	B2	ймовірність		no	activate_user_tail_identity
ox5000-61a7b9ce4472358ebc62	probable	adjective	B2	ймовірний		no	activate_user_tail_identity
ox5000-28bb6a0bf28e3e32fc63	probe	noun	C1	зонд; розслідування		no	activate_user_tail_identity
ox5000-4aeb7f96a546ae5c38dc	probe	verb	C1	досліджувати		no	activate_user_tail_identity
ox5000-48325aefe1723d71cdea	problematic	adjective	C1	проблемний		no	activate_user_tail_identity
ox5000-e849cd2876d9a4e77753	proceed	verb	B2	продовжувати		no	activate_user_tail_identity
ox5000-ebeab91aea8d3bf23114	proceeding	noun	C1	провадження		no	activate_user_tail_identity
ox5000-90f8226b2495c8b502e3	proceeds	noun	C1	виручка; доходи		no	activate_user_tail_identity
ox5000-df0312b92094c5740bdb	processing	noun	C1	обробка		no	activate_user_tail_identity
ox5000-1f2f56a3e0a76bb3e5e5	processor	noun	C1	процесор		no	activate_user_tail_identity
ox5000-6fa116eb25ddd97065e1	proclaim	verb	C1	проголошувати		no	activate_user_tail_identity
ox5000-0a3631a760b0c96b1aff	productive	adjective	C1	продуктивний		no	activate_user_tail_identity
ox5000-8ae55da584a524fb2e44	productivity	noun	C1	продуктивність		no	activate_user_tail_identity
ox5000-41fbf08475112e172260	profitable	adjective	C1	прибутковий		no	activate_user_tail_identity
ox5000-9bfc0299d5cbf77457ab	profound	adjective	C1	глибокий		no	activate_user_tail_identity
ox5000-e7a611cfa41abec93a0e	programming	noun	B2	програмування		no	activate_user_tail_identity
ox5000-a966e7e88a6fd2370e2e	progressive	adjective	B2	прогресивний		no	activate_user_tail_identity
ox5000-87f79a47a3d406def88a	prohibit	verb	B2	забороняти		no	activate_user_tail_identity
ox5000-e20bbb038fe79f4c477d	projection	noun	C1	прогноз; проєкція		no	activate_user_tail_identity
ox5000-b1d82ddeb70360d85d9e	prominent	adjective	C1	видатний; помітний		no	activate_user_tail_identity
ox5000-55777456e6ec76d23cd7	promising	adjective	B2	перспективний		no	activate_user_tail_identity
ox5000-05e4562c21dd147b7fd0	promotion	noun	B2	просування; підвищення		no	activate_user_tail_identity
ox5000-a0d10e0fce2fb8012e7e	prompt	verb	B2	спонукати		no	activate_user_tail_identity
ox5000-ce708c928b594b9a6027	pronounced	adjective	C1	виражений		no	activate_user_tail_identity
ox5000-3639a66436d614547a4f	propaganda	noun	C1	пропаганда		no	activate_user_tail_identity
ox5000-c4827f2829cded7522d5	proportion	noun	B2	частка; пропорція		no	activate_user_tail_identity
ox5000-58465406ddb00a4ab660	proposition	noun	C1	пропозиція; твердження		no	activate_user_tail_identity
ox5000-4bb8d65260da2fa814ee	prosecute	verb	C1	переслідувати за законом		no	activate_user_tail_identity
ox5000-472252ddcc7788ceb848	prosecution	noun	C1	обвинувачення; судове переслідування		no	activate_user_tail_identity
ox5000-35ba008bb2f4727a7054	prosecutor	noun	C1	прокурор		no	activate_user_tail_identity
ox5000-f04358c550167dff6b4c	prospective	adjective	C1	майбутній; потенційний		no	activate_user_tail_identity
ox5000-d0b371017109d0ab1235	prosperity	noun	C1	добробут		no	activate_user_tail_identity
ox5000-c68475adc97d62708bf1	protective	adjective	C1	захисний		no	activate_user_tail_identity
ox5000-da65dfcb87abf26fbe6b	protein	noun	B2	білок		no	activate_user_tail_identity
ox5000-2af3bad78661603d5f3d	protester	noun	B2	протестувальник		no	activate_user_tail_identity
ox5000-623f07f44898502aec44	protocol	noun	C1	протокол		no	activate_user_tail_identity
ox5000-094f273ac00a981be8ef	province	noun	C1	провінція	область	yes	replace_v7_with_user_value
ox5000-b0176df6d31bd546cb4f	provincial	adjective	C1	провінційний		no	activate_user_tail_identity
ox5000-37f9eeeb75524cee3ab6	provision	noun	C1	положення; забезпечення		no	activate_user_tail_identity
ox5000-d4c9465438f4799972e7	provoke	verb	C1	провокувати		no	activate_user_tail_identity
ox5000-e72aef296449310d3771	psychiatric	adjective	C1	психіатричний		no	activate_user_tail_identity
ox5000-c1385d112ea2efa50773	psychological	adjective	B2	психологічний		no	activate_user_tail_identity
ox5000-03aa5af70263c59cb020	publicity	noun	B2	публічність; реклама		no	activate_user_tail_identity
ox5000-1a3a79b493580cdcfd44	publishing	noun	B2	видавнича справа		no	activate_user_tail_identity
ox5000-3631f2773b187680d3a9	pulse	noun	C1	пульс		no	activate_user_tail_identity
ox5000-5fef76f716acb428b470	pump	noun	C1	насос		no	activate_user_tail_identity
ox5000-496b6fa809f3e321f985	pump	verb	C1	качати; перекачувати		no	activate_user_tail_identity
ox5000-5e11e486d4f68608018c	punch	noun	C1	удар кулаком		no	activate_user_tail_identity
ox5000-8f1c8ff0d448af6b1b00	punch	verb	C1	бити кулаком		no	activate_user_tail_identity
ox5000-32da952952c71765a893	punk	noun	B2	панк		no	activate_user_tail_identity
ox5000-161377f3aa55e4869856	purely	adverb	B2	суто		no	activate_user_tail_identity
ox5000-0fbbc2a505e3fca073f1	pursuit	noun	B2	переслідування; прагнення		no	activate_user_tail_identity
ox5000-16b6e35306f2d3819ba9	puzzle	noun	B2	головоломка		no	activate_user_tail_identity
ox5000-fef76f9ad1ae3b385d52	query	noun	C1	запит		no	activate_user_tail_identity
ox5000-f8f10d86fe3b2b70cd7b	quest	noun	C1	пошук		no	activate_user_tail_identity
ox5000-bd79fce62a6106e6ae81	questionnaire	noun	B2	анкета		no	activate_user_tail_identity
ox5000-09c9b402a9dd868c0c4f	quota	noun	C1	квота		no	activate_user_tail_identity
ox5000-3c42cbde1b0db6056f57	racial	adjective	B2	расовий		no	activate_user_tail_identity
ox5000-ae90908d4616264014c6	racism	noun	B2	расизм		no	activate_user_tail_identity
ox5000-183ec8d2749196d55d07	racist	adjective	B2	расистський		no	activate_user_tail_identity
ox5000-3b6e26cd4bcc3291f712	racist	noun	B2	расист		no	activate_user_tail_identity
ox5000-638f021918f23d527d49	radar	noun	C1	радар		no	activate_user_tail_identity
ox5000-6ce48c0a27b361c09fb2	radiation	noun	B2	радіація		no	activate_user_tail_identity
ox5000-d5aeb06b1d88e01c047f	radical	adjective	C1	радикальний		no	activate_user_tail_identity
ox5000-bb993f48a066dd5c990a	rage	noun	C1	лють		no	activate_user_tail_identity
ox5000-deb86df67a8ab2ba1e09	raid	noun	C1	рейд; наліт		no	activate_user_tail_identity
ox5000-4d67d866c647b72f7c3c	raid	verb	C1	здійснювати рейд; нападати		no	activate_user_tail_identity
ox5000-1ef92015b92c1e37fb27	rail	noun	B2	рейка		no	activate_user_tail_identity
ox5000-cfb300586a991fa0eabe	rally	noun	C1	мітинг; ралі		no	activate_user_tail_identity
ox5000-7da870e0b860693f3ac5	rally	verb	C1	згуртовуватися		no	activate_user_tail_identity
ox5000-295bea1c47af665a1dba	random	adjective	B2	випадковий		no	activate_user_tail_identity
ox5000-5a6744b97184b4a0cb6a	ranking	noun	C1	рейтинг		no	activate_user_tail_identity
ox5000-163c1aaea653b97b76ad	rape	noun	C1	зґвалтування		no	activate_user_tail_identity
ox5000-44e91337ba5dff9097c9	rape	verb	C1	ґвалтувати		no	activate_user_tail_identity
ox5000-fe7ba1256d19f8c2e57f	rat	noun	B2	щур		no	activate_user_tail_identity
ox5000-a926d9b4d561f0479900	rating	noun	B2	рейтинг; оцінка		no	activate_user_tail_identity
ox5000-f01536bcc125902c07c7	ratio	noun	C1	співвідношення		no	activate_user_tail_identity
ox5000-4b5e8fe7429e7586b3b3	rational	adjective	C1	раціональний		no	activate_user_tail_identity
ox5000-406daaee7c9e0713271e	ray	noun	C1	промінь		no	activate_user_tail_identity
ox5000-93c2c995db4f9c123eaa	readily	adverb	C1	охоче; легко		no	activate_user_tail_identity
ox5000-e3d550f6c3247fc800d6	realization	noun	C1	усвідомлення		no	activate_user_tail_identity
ox5000-f6e06778ccf9167c70f9	realm	noun	C1	сфера; царство		no	activate_user_tail_identity
ox5000-82db79a2e4cd3cde65f1	rear	adjective	C1	задній		no	activate_user_tail_identity
